district,year,murder
ROHTAS,2008,0
SAHARSA,2008,0
SAMASTIPUR,2008,0
SARAN,2008,0
SHEIKHPURA,2008,0
SHEOHAR,2008,0
SITAMARHI,2008,0
SIWAN,2008,0
SUPAUL,2008,0
VAISHALI,2008,0
BILASPUR,2008,0
BIZAPUR,2008,0
DANTEWADA,2008,0
DURG,2008,0
"GRP RAIPUR",2008,0
KABIRDHAM,2008,0
KANKER,2008,0
MAHASAMUND,2008,0
NARAYANPUR,2008,0
RAIPUR,2008,0
SARGUJA,2008,0
SURAJPUR,2008,0
"NORTH GOA",2008,0
"SOUTH GOA",2008,0
"AHMEDABAD COMMR.",2008,0
"AHMEDABAD RURAL",2008,0
AHWA-DANG,2008,0
AMRELI,2008,0
ANAND,2008,0
BHARUCH,2008,0
BHAVNAGAR,2008,0
DAHOD,2008,0
GANDHINAGAR,2008,0
HIMATNAGAR,2008,0
JAMNAGAR,2008,0
JUNAGADH,2008,0
"KHEDA NORTH",2008,0
KUTCH,2008,0
MEHSANA,2008,0
NARMADA,2008,0
NAVSARI,2008,0
PALANPUR,2008,0
PANCHMAHAL,2008,0
PATAN,2008,0
PORBANDAR,2008,0
"RAJKOT COMMR.",2008,0
"RAJKOT RURAL",2008,0
"SURAT RURAL",2008,0
SURENDRANAGAR,2008,0
TAPI,2008,0
"VADODARA COMMR.",2008,0
VALSAD,2008,0
AMBALA,2008,0
BHIWANI,2008,0
FARIDABAD,2008,0
FATEHABAD,2008,0
GRP,2008,0
GURGAON,2008,0
HISSAR,2008,0
JHAJJAR,2008,0
JIND,2008,0
KAITHAL,2008,0
KARNAL,2008,0
KURUKSHETRA,2008,0
MAHENDRAGARH,2008,0
MEWAT,2008,0
PALWAL,2008,0
PANCHKULA,2008,0
PANIPAT,2008,0
REWARI,2008,0
ROHTAK,2008,0
SIRSA,2008,0
SONIPAT,2008,0
YAMUNANAGAR,2008,0
BILASPUR,2008,0
CHAMBA,2008,0
G.R.P.,2008,0
HAMIRPUR,2008,0
KANGRA,2008,0
KINNAUR,2008,0
KULLU,2008,0
LAHAUL-SPITI,2008,0
MANDI,2008,0
SHIMLA,2008,0
SIRMAUR,2008,0
SOLAN,2008,0
UNA,2008,0
ANANTNAG,2008,0
AWANTIPORA,2008,0
BANDIPORA,2008,0
BARAMULLA,2008,0
BUDGAM,2008,0
"CRIME JAMMU",2008,0
"CRIME SRINAGAR",2008,0
DODA,2008,0
GANDERBAL,2008,0
HANDWARA,2008,0
JAMMU,2008,0
KARGIL,2008,0
KATHUA,2008,0
KISHTWAR,2008,0
KULGAM,2008,0
KUPWARA,2008,0
LEH,2008,0
POONCH,2008,0
PULWAMA,2008,0
RAILWAYS,2008,0
RAJOURI,2008,0
RAMBAN,2008,0
REASI,2008,0
SAMBA,2008,0
SHOPIAN,2008,0
SRINAGAR,2008,0
UDHAMPUR,2008,0
BOKARO,2008,0
CHAIBASA,2008,0
CHATRA,2008,0
DEOGHAR,2008,0
DHANBAD,2008,0
"DHANBAD RLY.",2008,0
DUMKA,2008,0
GARHWA,2008,0
GODDA,2008,0
GUMLA,2008,0
HAZARIBAGH,2008,0
"JAMSHEDPUR RLY.",2008,0
JAMTARA,2008,0
KHUNTI,2008,0
KODERMA,2008,0
LATEHAR,2008,0
LOHARDAGGA,2008,0
PAKUR,2008,0
PALAMU,2008,0
RAMGARH,2008,0
RANCHI,2008,0
SAHEBGANJ,2008,0
SARAIKELA,2008,0
SIMDEGA,2008,0
BAGALKOT,2008,0
"BANGALORE COMMR.",2008,0
"BANGALORE RURAL",2008,0
BELLARY,2008,0
BIDAR,2008,0
BIJAPUR,2008,0
CBPURA,2008,0
CHAMARAJNAGAR,2008,0
CHICKMAGALUR,2008,0
CHITRADURGA,2008,0
"DAKSHIN KANNADA",2008,0
DAVANAGERE,2008,0
"DHARWAD COMMR.",2008,0
"DHARWAD RURAL",2008,0
GADAG,2008,0
GULBARGA,2008,0
HASSAN,2008,0
HAVERI,2008,0
K.G.F.,2008,0
KODAGU,2008,0
KOPPAL,2008,0
MANDYA,2008,0
"MYSORE COMMR.",2008,0
"MYSORE RURAL",2008,0
RAICHUR,2008,0
RAILWAYS,2008,0
RAMANAGAR,2008,0
SHIMOGA,2008,0
TUMKUR,2008,0
UDUPI,2008,0
"UTTAR KANNADA",2008,0
ALAPUZHA,2008,0
"ERNAKULAM COMMR.",2008,0
"ERNAKULAM RURAL",2008,0
IDUKKI,2008,0
KANNUR,2008,0
KASARGOD,2008,0
KOLLAM,2008,0
KOTTAYAM,2008,0
"KOZHIKODE COMMR.",2008,0
"KOZHIKODE RURAL",2008,0
MALAPPURAM,2008,0
PATHANAMTHITTA,2008,0
RAILWAYS,2008,0
THRISSUR,2008,0
"TRIVANDRUM COMMR.",2008,0
"TRIVANDRUM RURAL",2008,0
WAYANADU,2008,0
ALIRAJPUR,2008,0
"ASHOK NAGAR",2008,0
BARWANI,2008,0
BHIND,2008,0
BHOPAL,2008,0
"BHOPAL RLY.",2008,0
BURHANPUR,2008,0
DATIYA,2008,0
GWALIOR,2008,0
HARDA,2008,0
"INDORE RLY.",2008,0
"JABALPUR RLY.",2008,0
JHABUA,2008,0
KHANDWA,2008,0
MANDSAUR,2008,0
MORENA,2008,0
NEEMUCH,2008,0
PANNA,2008,0
RAJGARH,2008,0
SHAJAPUR,2008,0
SHEOPUR,2008,0
SIHORE,2008,0
SINGRAULI,2008,0
TIKAMGARH,2008,0
VIDISHA,2008,0
AHMEDNAGAR,2008,0
AKOLA,2008,0
"AMRAVATI COMMR.",2008,0
"AURANGABAD COMMR.",2008,0
"AURANGABAD RURAL",2008,0
BEED,2008,0
BHANDARA,2008,0
BULDHANA,2008,0
CHANDRAPUR,2008,0
DHULE,2008,0
GADCHIROLI,2008,0
HINGOLI,2008,0
JALNA,2008,0
KOLHAPUR,2008,0
"MUMBAI COMMR.",2008,0
"MUMBAI RLY.",2008,0
"NAGPUR COMMR.",2008,0
"NAGPUR RLY.",2008,0
"NAGPUR RURAL",2008,0
NANDED,2008,0
"NASIK COMMR.",2008,0
"NASIK RURAL",2008,0
"NAVI MUMBAI",2008,0
PARBHANI,2008,0
"PUNE COMMR.",2008,0
"PUNE RLY.",2008,0
"PUNE RURAL",2008,0
RAIGAD,2008,0
RATNAGIRI,2008,0
SANGLI,2008,0
SATARA,2008,0
SINDHUDURG,2008,0
"SOLAPUR COMMR.",2008,0
"SOLAPUR RURAL",2008,0
"THANE COMMR.",2008,0
"THANE RURAL",2008,0
BISHNUPUR,2008,0
CHANDEL,2008,0
CHURACHANDPUR,2008,0
CID,2008,0
"IMPHAL EAST",2008,0
"IMPHAL WEST",2008,0
SENAPATI,2008,0
TAMENGLONG,2008,0
THOUBAL,2008,0
UKHRUL,2008,0
"GARO HILLS EAST",2008,0
"GARO HILLS SOUTH",2008,0
"GARO HILLS WEST",2008,0
"JAINTIA HILLS",2008,0
"KHASI HILLS EAST",2008,0
"KHASI HILLS WEST",2008,0
RI-BHOI,2008,0
AIZAWL,2008,0
CHAMPHAI,2008,0
KOLASIB,2008,0
LAWNGTLAI,2008,0
LUNGLEI,2008,0
MAMIT,2008,0
SAIHA,2008,0
SERCHHIP,2008,0
DIMAPUR,2008,0
KIPHIRE,2008,0
KOHIMA,2008,0
LONGLENG,2008,0
MOKOKCHUNG,2008,0
MON,2008,0
PEREN,2008,0
PHEK,2008,0
TUENSANG,2008,0
WOKHA,2008,0
ZUNHEBOTO,2008,0
ANGUL,2008,0
BALASORE,2008,0
BARAGARH,2008,0
BERHAMPUR,2008,0
BHADRAK,2008,0
BOLANGIR,2008,0
BOUDH,2008,0
CUTTACK,2008,0
"DCP BBSR",2008,0
"DCP CTC",2008,0
DEOGARH,2008,0
DHENKANAL,2008,0
GAJAPATI,2008,0
GANJAM,2008,0
JAGATSINGHPUR,2008,0
JAJPUR,2008,0
KALAHANDI,2008,0
KANDHAMAL,2008,0
KENDRAPARA,2008,0
KEONJHAR,2008,0
KHURDA,2008,0
MALKANGIR,2008,0
MAYURBHANJ,2008,0
NAYAGARH,2008,0
NOWRANGPUR,2008,0
NUAPADA,2008,0
PURI,2008,0
RAYAGADA,2008,0
SONEPUR,2008,0
SRP(CUTTACK),2008,0
SRP(ROURKELA),2008,0
AMRITSAR,2008,0
"AMRITSAR RURAL",2008,0
BARNALA,2008,0
BATALA,2008,0
BHATINDA,2008,0
FARIDKOT,2008,0
"FATEHGARH SAHIB",2008,0
FEROZPUR,2008,0
G.R.P,2008,0
GURDASPUR,2008,0
HOSHIARPUR,2008,0
JALANDHAR,2008,0
KAPURTHALA,2008,0
KHANNA,2008,0
LUDHIANA,2008,0
"LUDHIANA RURAL",2008,0
MANSA,2008,0
MOGA,2008,0
MUKTSAR,2008,0
PATIALA,2008,0
ROPAR,2008,0
SANGRUR,2008,0
"SAS NGR",2008,0
"SBS NAGAR",2008,0
"TARN TARAN",2008,0
AJMER,2008,0
BANSWARA,2008,0
BARAN,2008,0
BARMER,2008,0
BHARATPUR,2008,0
BHILWARA,2008,0
BIKANER,2008,0
BUNDI,2008,0
CHURU,2008,0
DHOLPUR,2008,0
DUNGARPUR,2008,0
G.R.P.,2008,0
GANGANAGAR,2008,0
HANUMANGARH,2008,0
"JAIPUR EAST",2008,0
"JAIPUR NORTH",2008,0
"JAIPUR SOUTH",2008,0
JAISALMER,2008,0
JALORE,2008,0
JHUNJHUNU,2008,0
"JODHPUR CITY",2008,0
"JODHPUR RURAL",2008,0
KARAULI,2008,0
NAGAUR,2008,0
PALI,2008,0
PRATAPGARH,2008,0
RAJSAMAND,2008,0
TONK,2008,0
UDAIPUR,2008,0
EAST,2008,0
NORTH,2008,0
SOUTH,2008,0
WEST,2008,0
CHENNAI,2008,0
"CHENNAI RLY.",2008,0
CHENNAISUBURBAN,2008,0
"COIMBATORE RURAL",2008,0
"COIMBATORE URBAN",2008,0
CUDDALORE,2008,0
DHARMAPURI,2008,0
DINDIGUL,2008,0
ERODE,2008,0
KANCHIPURAM,2008,0
KANYAKUMARI,2008,0
KARUR,2008,0
KRISHNAGIRI,2008,0
"MADURAI RURAL",2008,0
"MADURAI URBAN",2008,0
NAGAPATTINAM,2008,0
NAMAKKAL,2008,0
NILGIRIS,2008,0
PERAMBALUR,2008,0
PUDUKOTTAI,2008,0
RAMNATHAPURAM,2008,0
"SALEM RURAL",2008,0
"SALEM URBAN",2008,0
SIVAGANGAI,2008,0
THANJAVUR,2008,0
THENI,2008,0
"THIRUNELVELI RURAL",2008,0
"THIRUNELVELI URBAN",2008,0
THIRUVALLUR,2008,0
THIRUVANNAMALAI,2008,0
THIRUVARUR,2008,0
THOOTHUGUDI,2008,0
"TRICHY RLY.",2008,0
"TRICHY RURAL",2008,0
"TRICHY URBAN",2008,0
VELLORE,2008,0
VILLUPURAM,2008,0
VIRUDHUNAGAR,2008,0
DHALAI,2008,0
NORTH,2008,0
WEST,2008,0
AGRA,2008,0
ALIGARH,2008,0
ALLAHABAD,2008,0
"AMBEDKAR NAGAR",2008,0
AURAIYA,2008,0
AZAMGARH,2008,0
BADAUN,2008,0
BAGHPAT,2008,0
BAHRAICH,2008,0
BALLIA,2008,0
BALRAMPUR,2008,0
BANDA,2008,0
BARABANKI,2008,0
BAREILLY,2008,0
BASTI,2008,0
BIJNOR,2008,0
BULANDSHAHAR,2008,0
CHANDOLI,2008,0
"CHITRAKOOT DHAM",2008,0
DEORIA,2008,0
ETAH,2008,0
ETAWAH,2008,0
FAIZABAD,2008,0
FATEHGARH,2008,0
FATEHPUR,2008,0
FIROZABAD,2008,0
G.R.P.,2008,0
"GAUTAMBUDH NAGAR",2008,0
GHAZIABAD,2008,0
GHAZIPUR,2008,0
GONDA,2008,0
GORAKHPUR,2008,0
HAMIRPUR,2008,0
HARDOI,2008,0
HATHRAS,2008,0
J.P.NAGAR,2008,0
JALAUN,2008,0
JAUNPUR,2008,0
JHANSI,2008,0
KANNAUJ,2008,0
"KANPUR DEHAT",2008,0
"KANPUR NAGAR",2008,0
"KANSHIRAM NAGAR",2008,0
KAUSHAMBI,2008,0
KHIRI,2008,0
"KUSHI NAGAR",2008,0
LALITPUR,2008,0
LUCKNOW,2008,0
MAHARAJGANJ,2008,0
MAHOBA,2008,0
MAINPURI,2008,0
MATHURA,2008,0
MAU,2008,0
MEERUT,2008,0
MIRZAPUR,2008,0
MORADABAD,2008,0
MUZAFFARNAGAR,2008,0
PILIBHIT,2008,0
PRATAPGARH,2008,0
RAIBAREILLY,2008,0
RAMPUR,2008,0
SAHARANPUR,2008,0
"SANT KABIRNAGAR",2008,0
SHAHJAHANPUR,2008,0
SHRAWASTI,2008,0
SIDHARTHNAGAR,2008,0
SITAPUR,2008,0
SONBHADRA,2008,0
ST.RAVIDASNAGAR,2008,0
SULTANPUR,2008,0
UNNAO,2008,0
VARANASI,2008,0
ALMORA,2008,0
BAGESHWAR,2008,0
CHAMOLI,2008,0
CHAMPAWAT,2008,0
DEHRADUN,2008,0
HARIDWAR,2008,0
NAINITAL,2008,0
"PAURI GARHWAL",2008,0
PITHORAGARH,2008,0
"RUDRA PRAYAG",2008,0
"TEHRI GARHWAL",2008,0
"UDHAMSINGH NAGAR",2008,0
UTTARKASHI,2008,0
"24 PARGANAS NORTH",2008,0
"24 PARGANAS SOUTH",2008,0
ASANSOL,2008,0
BANKURA,2008,0
BIRBHUM,2008,0
BURDWAN,2008,0
COOCHBEHAR,2008,0
"DAKSHIN DINAJPUR",2008,0
DARJEELING,2008,0
HOOGHLY,2008,0
HOWRAH,2008,0
"HOWRAH G.R.P.",2008,0
JALPAIGURI,2008,0
"KHARAGPUR G.R.P.",2008,0
KOLKATA,2008,0
MALDA,2008,0
MURSHIDABAD,2008,0
NADIA,2008,0
"PASCHIM MIDNAPUR",2008,0
"PURAB MIDNAPUR",2008,0
PURULIA,2008,0
"SEALDAH G.R.P.",2008,0
"SILIGURI G.R.P.",2008,0
"UTTAR DINAJPUR",2008,0
NICOBAR,2008,0
CHANDIGARH,2008,0
"D and N HAVELI",2008,0
DAMAN,2008,0
DIU,2008,0
CAW,2008,0
CENTRAL,2008,0
"CRIME BRANCH",2008,0
EAST,2008,0
EOW,2008,0
GRP(RLY),2008,0
"IGI AIRPORT",2008,0
"NEW DELHI",2008,0
NORTH,2008,0
NORTH-EAST,2008,0
NORTH-WEST,2008,0
OUTER,2008,0
SOUTH,2008,0
SOUTH-EAST,2008,0
SOUTH-WEST,2008,0
STF,2008,0
WEST,2008,0
LAKSHADWEEP,2008,0
KARAIKAL,2008,0
PUDUCHERRY,2008,0
ADILABAD,2009,0
ANANTAPUR,2009,0
CHITTOOR,2009,0
CUDDAPAH,2009,0
CYBERABAD,2009,0
"EAST GODAVARI",2009,0
"GUNTAKAL RLY.",2009,0
"HYDERABAD CITY",2009,0
KHAMMAM,2009,0
KRISHNA,2009,0
KURNOOL,2009,0
MAHABOOBNAGAR,2009,0
MEDAK,2009,0
NIZAMABAD,2009,0
PRAKASHAM,2009,0
"RANGA REDDY",2009,0
"SECUNDERABAD RLY.",2009,0
SRIKAKULAM,2009,0
"VIJAYAWADA CITY",2009,0
"VIJAYAWADA RLY.",2009,0
"VISAKHA RURAL",2009,0
VISAKHAPATNAM,2009,0
VIZIANAGARAM,2009,0
WARANGAL,2009,0
"WEST GODAVARI",2009,0
ANJAW,2009,0
CHANGLANG,2009,0
"DIBANG VALLEY",2009,0
K/KUMEY,2009,0
"KAMENG EAST",2009,0
"KAMENG WEST",2009,0
LOHIT,2009,0
"PAPUM PARE",2009,0
"SIANG EAST",2009,0
"SIANG UPPER",2009,0
"SIANG WEST",2009,0
"SUBANSIRI LOWER",2009,0
"SUBANSIRI UPPER",2009,0
TAWANG,2009,0
TIRAP,2009,0
"UPPER DIBANG VALLEY",2009,0
BARPETA,2009,0
BASKA,2009,0
BONGAIGAON,2009,0
C.I.D.,2009,0
CACHAR,2009,0
CHIRANG,2009,0
DARRANG,2009,0
DHEMAJI,2009,0
DHUBRI,2009,0
DIBRUGARH,2009,0
G.R.P.,2009,0
GOALPARA,2009,0
GOLAGHAT,2009,0
"GUWAHATI CITY",2009,0
HAILAKANDI,2009,0
JORHAT,2009,0
KAMRUP,2009,0
"KARBI ANGLONG",2009,0
KARIMGANJ,2009,0
KOKRAJHAR,2009,0
LAKHIMPUR,2009,0
MORIGAON,2009,0
N.C.HILLS,2009,0
NAGAON,2009,0
NALBARI,2009,0
R.P.O.,2009,0
SIBSAGAR,2009,0
SONITPUR,2009,0
TINSUKIA,2009,0
ARWAL,2009,0
AURANGABAD,2009,0
BAGAHA,2009,0
BANKA,2009,0
BEGUSARAI,2009,0
BETTIAH,2009,0
BHABHUA,2009,0
BHAGALPUR,2009,0
BHOJPUR,2009,0
BUXAR,2009,0
DARBHANGA,2009,0
GAYA,2009,0
GOPALGANJ,2009,0
"JAMALPUR RLY.",2009,0
JAMUI,2009,0
JEHANABAD,2009,0
KATIHAR,2009,0
"KATIHAR RLY.",2009,0
KHAGARIA,2009,0
KISHANGANJ,2009,0
LAKHISARAI,2009,0
MADHEPURA,2009,0
MADHUBANI,2009,0
MOTIHARI,2009,0
MUNGER,2009,0
MUZAFFARPUR,2009,0
"MUZAFFARPUR RLY.",2009,0
NALANDA,2009,0
NAUGACHIA,2009,0
NAWADAH,2009,0
PATNA,2009,0
"PATNA RLY.",2009,0
PURNEA,2009,0
ROHTAS,2009,0
SAHARSA,2009,0
SAMASTIPUR,2009,0
SARAN,2009,0
SHEIKHPURA,2009,0
SHEOHAR,2009,0
SITAMARHI,2009,0
SIWAN,2009,0
SUPAUL,2009,0
VAISHALI,2009,0
BILASPUR,2009,0
BIZAPUR,2009,0
DANTEWADA,2009,0
"GRP RAIPUR",2009,0
JASHPUR,2009,0
KABIRDHAM,2009,0
MAHASAMUND,2009,0
NARAYANPUR,2009,0
SARGUJA,2009,0
SURAJPUR,2009,0
"NORTH GOA",2009,0
"SOUTH GOA",2009,0
AHWA-DANG,2009,0
AMRELI,2009,0
ANAND,2009,0
BHARUCH,2009,0
BHAVNAGAR,2009,0
JAMNAGAR,2009,0
JUNAGADH,2009,0
"KHEDA NORTH",2009,0
KUTCH,2009,0
MEHSANA,2009,0
NARMADA,2009,0
PALANPUR,2009,0
PANCHMAHAL,2009,0
PATAN,2009,0
PORBANDAR,2009,0
"RAJKOT COMMR.",2009,0
"RAJKOT RURAL",2009,0
"SURAT COMMR.",2009,0
SURENDRANAGAR,2009,0
TAPI,2009,0
"VADODARA COMMR.",2009,0
VALSAD,2009,0
W.RLY,2009,0
AMBALA,2009,0
BHIWANI,2009,0
FARIDABAD,2009,0
FATEHABAD,2009,0
GRP,2009,0
GURGAON,2009,0
HISSAR,2009,0
JHAJJAR,2009,0
JIND,2009,0
KAITHAL,2009,0
KARNAL,2009,0
KURUKSHETRA,2009,0
MAHENDRAGARH,2009,0
MEWAT,2009,0
PALWAL,2009,0
PANCHKULA,2009,0
PANIPAT,2009,0
REWARI,2009,0
ROHTAK,2009,0
SIRSA,2009,0
SONIPAT,2009,0
YAMUNANAGAR,2009,0
BADDIPOLICEDIST,2009,0
BILASPUR,2009,0
CHAMBA,2009,0
CID,2009,0
G.R.P.,2009,0
HAMIRPUR,2009,0
KANGRA,2009,0
KINNAUR,2009,0
KULLU,2009,0
LAHAUL-SPITI,2009,0
MANDI,2009,0
SHIMLA,2009,0
SIRMAUR,2009,0
SOLAN,2009,0
UNA,2009,0
ANANTNAG,2009,0
AWANTIPORA,2009,0
BANDIPORA,2009,0
BARAMULLA,2009,0
BUDGAM,2009,0
"CRIME JAMMU",2009,0
"CRIME SRINAGAR",2009,0
DODA,2009,0
GANDERBAL,2009,0
HANDWARA,2009,0
JAMMU,2009,0
KARGIL,2009,0
KATHUA,2009,0
KISHTWAR,2009,0
KULGAM,2009,0
KUPWARA,2009,0
LEH,2009,0
POONCH,2009,0
PULWAMA,2009,0
RAILWAYS,2009,0
"RAILWAYS KMR",2009,0
RAJOURI,2009,0
RAMBAN,2009,0
REASI,2009,0
SAMBA,2009,0
SHOPIAN,2009,0
SRINAGAR,2009,0
UDHAMPUR,2009,0
BOKARO,2009,0
CHAIBASA,2009,0
CHATRA,2009,0
DEOGHAR,2009,0
DHANBAD,2009,0
"DHANBAD RLY.",2009,0
DUMKA,2009,0
GARHWA,2009,0
GIRIDIH,2009,0
GODDA,2009,0
GUMLA,2009,0
HAZARIBAGH,2009,0
"JAMSHEDPUR RLY.",2009,0
JAMTARA,2009,0
KHUNTI,2009,0
KODERMA,2009,0
LATEHAR,2009,0
LOHARDAGGA,2009,0
PAKUR,2009,0
PALAMU,2009,0
RAMGARH,2009,0
RANCHI,2009,0
SARAIKELA,2009,0
SIMDEGA,2009,0
BAGALKOT,2009,0
"BANGALORE RURAL",2009,0
BELGAUM,2009,0
BELLARY,2009,0
BIDAR,2009,0
BIJAPUR,2009,0
CBPURA,2009,0
CHAMARAJNAGAR,2009,0
CHICKMAGALUR,2009,0
CHITRADURGA,2009,0
"DAKSHIN KANNADA",2009,0
DAVANAGERE,2009,0
"DHARWAD COMMR.",2009,0
"DHARWAD RURAL",2009,0
GADAG,2009,0
GULBARGA,2009,0
HASSAN,2009,0
HAVERI,2009,0
K.G.F.,2009,0
KODAGU,2009,0
KOPPAL,2009,0
MANDYA,2009,0
"MYSORE COMMR.",2009,0
"MYSORE RURAL",2009,0
RAICHUR,2009,0
RAILWAYS,2009,0
RAMANAGAR,2009,0
SHIMOGA,2009,0
TUMKUR,2009,0
UDUPI,2009,0
"UTTAR KANNADA",2009,0
ALAPUZHA,2009,0
"ERNAKULAM COMMR.",2009,0
"ERNAKULAM RURAL",2009,0
IDUKKI,2009,0
KANNUR,2009,0
KASARGOD,2009,0
KOLLAM,2009,0
KOTTAYAM,2009,0
"KOZHIKODE COMMR.",2009,0
"KOZHIKODE RURAL",2009,0
MALAPPURAM,2009,0
PALAKKAD,2009,0
PATHANAMTHITTA,2009,0
RAILWAYS,2009,0
THRISSUR,2009,0
"TRIVANDRUM COMMR.",2009,0
"TRIVANDRUM RURAL",2009,0
WAYANADU,2009,0
ALIRAJPUR,2009,0
ANUPPUR,2009,0
BALAGHAT,2009,0
BARWANI,2009,0
BHIND,2009,0
BHOPAL,2009,0
"BHOPAL RLY.",2009,0
BURHANPUR,2009,0
CHHATARPUR,2009,0
DATIYA,2009,0
DEWAS,2009,0
DINDORI,2009,0
GUNA,2009,0
HARDA,2009,0
HOSHANGABAD,2009,0
"INDORE RLY.",2009,0
"JABALPUR RLY.",2009,0
JHABUA,2009,0
KATNI,2009,0
MORENA,2009,0
NARSINGHPUR,2009,0
NEEMUCH,2009,0
RAJGARH,2009,0
RATLAM,2009,0
SHAJAPUR,2009,0
SHIVPURI,2009,0
SIDHI,2009,0
SIHORE,2009,0
TIKAMGARH,2009,0
VIDISHA,2009,0
AKOLA,2009,0
"AMRAVATI COMMR.",2009,0
"AMRAVATI RURAL",2009,0
"AURANGABAD COMMR.",2009,0
"AURANGABAD RURAL",2009,0
BEED,2009,0
BHANDARA,2009,0
DHULE,2009,0
GADCHIROLI,2009,0
HINGOLI,2009,0
JALNA,2009,0
KOLHAPUR,2009,0
LATUR,2009,0
"MUMBAI COMMR.",2009,0
"MUMBAI RLY.",2009,0
"NAGPUR COMMR.",2009,0
"NAGPUR RLY.",2009,0
"NAGPUR RURAL",2009,0
NANDED,2009,0
NANDURBAR,2009,0
"NASIK COMMR.",2009,0
"NASIK RURAL",2009,0
"NAVI MUMBAI",2009,0
PARBHANI,2009,0
"PUNE COMMR.",2009,0
"PUNE RLY.",2009,0
"PUNE RURAL",2009,0
RAIGAD,2009,0
RATNAGIRI,2009,0
SANGLI,2009,0
SATARA,2009,0
SINDHUDURG,2009,0
"SOLAPUR COMMR.",2009,0
"SOLAPUR RURAL",2009,0
"THANE COMMR.",2009,0
"THANE RURAL",2009,0
WARDHA,2009,0
WASHIM,2009,0
BISHNUPUR,2009,0
CHANDEL,2009,0
CHURACHANDPUR,2009,0
CID,2009,0
"IMPHAL EAST",2009,0
"IMPHAL WEST",2009,0
SENAPATI,2009,0
TAMENGLONG,2009,0
THOUBAL,2009,0
UKHRUL,2009,0
"GARO HILLS EAST",2009,0
"GARO HILLS SOUTH",2009,0
"GARO HILLS WEST",2009,0
"JAINTIA HILLS",2009,0
"KHASI HILLS EAST",2009,0
"KHASI HILLS WEST",2009,0
RI-BHOI,2009,0
AIZAWL,2009,0
CHAMPHAI,2009,0
KOLASIB,2009,0
LAWNGTLAI,2009,0
LUNGLEI,2009,0
MAMIT,2009,0
SAIHA,2009,0
SERCHHIP,2009,0
DIMAPUR,2009,0
KIPHIRE,2009,0
KOHIMA,2009,0
LONGLENG,2009,0
MOKOKCHUNG,2009,0
MON,2009,0
PEREN,2009,0
PHEK,2009,0
TUENSANG,2009,0
WOKHA,2009,0
ZUNHEBOTO,2009,0
ANGUL,2009,0
BALASORE,2009,0
BARAGARH,2009,0
BERHAMPUR,2009,0
BHADRAK,2009,0
BOUDH,2009,0
CUTTACK,2009,0
"DCP BBSR",2009,0
"DCP CTC",2009,0
DEOGARH,2009,0
GAJAPATI,2009,0
GANJAM,2009,0
JAGATSINGHPUR,2009,0
JAJPUR,2009,0
JHARSUGUDA,2009,0
KANDHAMAL,2009,0
KENDRAPARA,2009,0
KEONJHAR,2009,0
KHURDA,2009,0
KORAPUT,2009,0
MAYURBHANJ,2009,0
NAYAGARH,2009,0
PURI,2009,0
ROURKELA,2009,0
SAMBALPUR,2009,0
SONEPUR,2009,0
SRP(CUTTACK),2009,0
SRP(ROURKELA),2009,0
SUNDARGARH,2009,0
AMRITSAR,2009,0
"AMRITSAR RURAL",2009,0
BARNALA,2009,0
BATALA,2009,0
BHATINDA,2009,0
FARIDKOT,2009,0
"FATEHGARH SAHIB",2009,0
FEROZPUR,2009,0
G.R.P,2009,0
GURDASPUR,2009,0
HOSHIARPUR,2009,0
JALANDHAR,2009,0
KAPURTHALA,2009,0
KHANNA,2009,0
LUDHIANA,2009,0
"LUDHIANA RURAL",2009,0
MANSA,2009,0
MOGA,2009,0
MUKTSAR,2009,0
PATIALA,2009,0
ROPAR,2009,0
SANGRUR,2009,0
"SAS NGR",2009,0
"SBS NAGAR",2009,0
"TARN TARAN",2009,0
AJMER,2009,0
BANSWARA,2009,0
BARMER,2009,0
BHARATPUR,2009,0
BHILWARA,2009,0
BIKANER,2009,0
CHITTORGARH,2009,0
DAUSA,2009,0
DHOLPUR,2009,0
DUNGARPUR,2009,0
G.R.P.,2009,0
GANGANAGAR,2009,0
HANUMANGARH,2009,0
"JAIPUR EAST",2009,0
"JAIPUR NORTH",2009,0
"JAIPUR RURAL",2009,0
"JAIPUR SOUTH",2009,0
JAISALMER,2009,0
JALORE,2009,0
JHALAWAR,2009,0
JHUNJHUNU,2009,0
"JODHPUR CITY",2009,0
"JODHPUR RURAL",2009,0
"KOTA CITY",2009,0
"KOTA RURAL",2009,0
PALI,2009,0
PRATAPGARH,2009,0
RAJSAMAND,2009,0
"SAWAI MADHOPUR",2009,0
TONK,2009,0
EAST,2009,0
NORTH,2009,0
SOUTH,2009,0
ARIYALUR,2009,0
CHENNAI,2009,0
"CHENNAI RLY.",2009,0
CHENNAISUBURBAN,2009,0
"COIMBATORE RURAL",2009,0
"COIMBATORE URBAN",2009,0
CUDDALORE,2009,0
DHARMAPURI,2009,0
DINDIGUL,2009,0
ERODE,2009,0
KANCHIPURAM,2009,0
KANYAKUMARI,2009,0
KARUR,2009,0
KRISHNAGIRI,2009,0
"MADURAI RURAL",2009,0
"MADURAI URBAN",2009,0
NAGAPATTINAM,2009,0
NAMAKKAL,2009,0
NILGIRIS,2009,0
PERAMBALUR,2009,0
PUDUKOTTAI,2009,0
RAMNATHAPURAM,2009,0
