district,murder,year
JHABUA,0,2009
KATNI,0,2009
MORENA,0,2009
NARSINGHPUR,0,2009
NEEMUCH,0,2009
RAJGARH,0,2009
RATLAM,0,2009
SHAJAPUR,0,2009
SHIVPURI,0,2009
SIDHI,0,2009
SIHORE,0,2009
TIKAMGARH,0,2009
VIDISHA,0,2009
AKOLA,0,2009
"AMRAVATI COMMR.",0,2009
"AMRAVATI RURAL",0,2009
"AURANGABAD COMMR.",0,2009
"AURANGABAD RURAL",0,2009
BEED,0,2009
BHANDARA,0,2009
DHULE,0,2009
GADCHIROLI,0,2009
HINGOLI,0,2009
JALNA,0,2009
KOLHAPUR,0,2009
LATUR,0,2009
"MUMBAI COMMR.",0,2009
"MUMBAI RLY.",0,2009
"NAGPUR COMMR.",0,2009
"NAGPUR RLY.",0,2009
"NAGPUR RURAL",0,2009
NANDED,0,2009
NANDURBAR,0,2009
"NASIK COMMR.",0,2009
"NASIK RURAL",0,2009
"NAVI MUMBAI",0,2009
PARBHANI,0,2009
"PUNE COMMR.",0,2009
"PUNE RLY.",0,2009
"PUNE RURAL",0,2009
RAIGAD,0,2009
RATNAGIRI,0,2009
SANGLI,0,2009
SATARA,0,2009
SINDHUDURG,0,2009
"SOLAPUR COMMR.",0,2009
"SOLAPUR RURAL",0,2009
"THANE COMMR.",0,2009
"THANE RURAL",0,2009
WARDHA,0,2009
WASHIM,0,2009
BISHNUPUR,0,2009
CHANDEL,0,2009
CHURACHANDPUR,0,2009
CID,0,2009
"IMPHAL EAST",0,2009
"IMPHAL WEST",0,2009
SENAPATI,0,2009
TAMENGLONG,0,2009
THOUBAL,0,2009
UKHRUL,0,2009
"GARO HILLS EAST",0,2009
"GARO HILLS SOUTH",0,2009
"GARO HILLS WEST",0,2009
"JAINTIA HILLS",0,2009
"KHASI HILLS EAST",0,2009
"KHASI HILLS WEST",0,2009
RI-BHOI,0,2009
AIZAWL,0,2009
CHAMPHAI,0,2009
KOLASIB,0,2009
LAWNGTLAI,0,2009
LUNGLEI,0,2009
MAMIT,0,2009
SAIHA,0,2009
SERCHHIP,0,2009
DIMAPUR,0,2009
KIPHIRE,0,2009
KOHIMA,0,2009
LONGLENG,0,2009
MOKOKCHUNG,0,2009
MON,0,2009
PEREN,0,2009
PHEK,0,2009
TUENSANG,0,2009
WOKHA,0,2009
ZUNHEBOTO,0,2009
ANGUL,0,2009
BALASORE,0,2009
BARAGARH,0,2009
BERHAMPUR,0,2009
BHADRAK,0,2009
BOUDH,0,2009
CUTTACK,0,2009
"DCP BBSR",0,2009
"DCP CTC",0,2009
DEOGARH,0,2009
GAJAPATI,0,2009
GANJAM,0,2009
JAGATSINGHPUR,0,2009
JAJPUR,0,2009
JHARSUGUDA,0,2009
KANDHAMAL,0,2009
KENDRAPARA,0,2009
KEONJHAR,0,2009
KHURDA,0,2009
KORAPUT,0,2009
MAYURBHANJ,0,2009
NAYAGARH,0,2009
PURI,0,2009
ROURKELA,0,2009
SAMBALPUR,0,2009
SONEPUR,0,2009
SRP(CUTTACK),0,2009
SRP(ROURKELA),0,2009
SUNDARGARH,0,2009
AMRITSAR,0,2009
"AMRITSAR RURAL",0,2009
BARNALA,0,2009
BATALA,0,2009
BHATINDA,0,2009
FARIDKOT,0,2009
"FATEHGARH SAHIB",0,2009
FEROZPUR,0,2009
G.R.P,0,2009
GURDASPUR,0,2009
HOSHIARPUR,0,2009
JALANDHAR,0,2009
KAPURTHALA,0,2009
KHANNA,0,2009
LUDHIANA,0,2009
"LUDHIANA RURAL",0,2009
MANSA,0,2009
MOGA,0,2009
MUKTSAR,0,2009
PATIALA,0,2009
ROPAR,0,2009
SANGRUR,0,2009
"SAS NGR",0,2009
"SBS NAGAR",0,2009
"TARN TARAN",0,2009
AJMER,0,2009
BANSWARA,0,2009
BARMER,0,2009
BHARATPUR,0,2009
BHILWARA,0,2009
BIKANER,0,2009
CHITTORGARH,0,2009
DAUSA,0,2009
DHOLPUR,0,2009
DUNGARPUR,0,2009
G.R.P.,0,2009
GANGANAGAR,0,2009
HANUMANGARH,0,2009
"JAIPUR EAST",0,2009
"JAIPUR NORTH",0,2009
"JAIPUR RURAL",0,2009
"JAIPUR SOUTH",0,2009
JAISALMER,0,2009
JALORE,0,2009
JHALAWAR,0,2009
JHUNJHUNU,0,2009
"JODHPUR CITY",0,2009
"JODHPUR RURAL",0,2009
"KOTA CITY",0,2009
"KOTA RURAL",0,2009
PALI,0,2009
PRATAPGARH,0,2009
RAJSAMAND,0,2009
"SAWAI MADHOPUR",0,2009
TONK,0,2009
EAST,0,2009
NORTH,0,2009
SOUTH,0,2009
ARIYALUR,0,2009
CHENNAI,0,2009
"CHENNAI RLY.",0,2009
CHENNAISUBURBAN,0,2009
"COIMBATORE RURAL",0,2009
"COIMBATORE URBAN",0,2009
CUDDALORE,0,2009
DHARMAPURI,0,2009
DINDIGUL,0,2009
ERODE,0,2009
KANCHIPURAM,0,2009
KANYAKUMARI,0,2009
KARUR,0,2009
KRISHNAGIRI,0,2009
"MADURAI RURAL",0,2009
"MADURAI URBAN",0,2009
NAGAPATTINAM,0,2009
NAMAKKAL,0,2009
NILGIRIS,0,2009
PERAMBALUR,0,2009
PUDUKOTTAI,0,2009
RAMNATHAPURAM,0,2009
"SALEM RURAL",0,2009
"SALEM URBAN",0,2009
SIVAGANGAI,0,2009
THANJAVUR,0,2009
THENI,0,2009
"THIRUNELVELI RURAL",0,2009
"THIRUNELVELI URBAN",0,2009
THIRUVALLUR,0,2009
THIRUVANNAMALAI,0,2009
THIRUVARUR,0,2009
THOOTHUGUDI,0,2009
TIRUPPUR,0,2009
"TRICHY RLY.",0,2009
"TRICHY RURAL",0,2009
"TRICHY URBAN",0,2009
VELLORE,0,2009
VILLUPURAM,0,2009
VIRUDHUNAGAR,0,2009
DHALAI,0,2009
NORTH,0,2009
SOUTH,0,2009
WEST,0,2009
AGRA,0,2009
ALIGARH,0,2009
ALLAHABAD,0,2009
"AMBEDKAR NAGAR",0,2009
AURAIYA,0,2009
AZAMGARH,0,2009
BADAUN,0,2009
BAGHPAT,0,2009
BAHRAICH,0,2009
BALLIA,0,2009
BALRAMPUR,0,2009
BANDA,0,2009
BARABANKI,0,2009
BAREILLY,0,2009
BASTI,0,2009
BIJNOR,0,2009
BULANDSHAHAR,0,2009
CHANDOLI,0,2009
"CHITRAKOOT DHAM",0,2009
DEORIA,0,2009
ETAWAH,0,2009
FAIZABAD,0,2009
FATEHGARH,0,2009
FATEHPUR,0,2009
FIROZABAD,0,2009
G.R.P.,0,2009
"GAUTAMBUDH NAGAR",0,2009
GHAZIABAD,0,2009
GHAZIPUR,0,2009
GONDA,0,2009
GORAKHPUR,0,2009
HAMIRPUR,0,2009
HARDOI,0,2009
HATHRAS,0,2009
J.P.NAGAR,0,2009
JALAUN,0,2009
JAUNPUR,0,2009
JHANSI,0,2009
KANNAUJ,0,2009
"KANPUR DEHAT",0,2009
"KANPUR NAGAR",0,2009
"KANSHIRAM NAGAR",0,2009
KAUSHAMBI,0,2009
KHIRI,0,2009
"KUSHI NAGAR",0,2009
LALITPUR,0,2009
LUCKNOW,0,2009
MAHARAJGANJ,0,2009
MAHOBA,0,2009
MAINPURI,0,2009
MATHURA,0,2009
MAU,0,2009
MEERUT,0,2009
MIRZAPUR,0,2009
MORADABAD,0,2009
MUZAFFARNAGAR,0,2009
PILIBHIT,0,2009
PRATAPGARH,0,2009
RAIBAREILLY,0,2009
RAMPUR,0,2009
SAHARANPUR,0,2009
"SANT KABIRNAGAR",0,2009
SHAHJAHANPUR,0,2009
SHRAWASTI,0,2009
SIDHARTHNAGAR,0,2009
SITAPUR,0,2009
SONBHADRA,0,2009
ST.RAVIDASNAGAR,0,2009
SULTANPUR,0,2009
UNNAO,0,2009
VARANASI,0,2009
ALMORA,0,2009
BAGESHWAR,0,2009
CHAMOLI,0,2009
CHAMPAWAT,0,2009
DEHRADUN,0,2009
HARIDWAR,0,2009
NAINITAL,0,2009
"PAURI GARHWAL",0,2009
PITHORAGARH,0,2009
"RUDRA PRAYAG",0,2009
"TEHRI GARHWAL",0,2009
"UDHAMSINGH NAGAR",0,2009
UTTARKASHI,0,2009
"24 PARGANAS NORTH",0,2009
"24 PARGANAS SOUTH",0,2009
ASANSOL,0,2009
BANKURA,0,2009
BIRBHUM,0,2009
BURDWAN,0,2009
COOCHBEHAR,0,2009
"DAKSHIN DINAJPUR",0,2009
DARJEELING,0,2009
HOOGHLY,0,2009
HOWRAH,0,2009
"HOWRAH G.R.P.",0,2009
JALPAIGURI,0,2009
"KHARAGPUR G.R.P.",0,2009
KOLKATA,0,2009
MALDA,0,2009
MURSHIDABAD,0,2009
NADIA,0,2009
"PASCHIM MIDNAPUR",0,2009
"PURAB MIDNAPUR",0,2009
PURULIA,0,2009
"SEALDAH G.R.P.",0,2009
"SILIGURI G.R.P.",0,2009
"UTTAR DINAJPUR",0,2009
ANDAMAN,0,2009
NICOBAR,0,2009
CHANDIGARH,0,2009
"D and N HAVELI",0,2009
DAMAN,0,2009
DIU,0,2009
CAW,0,2009
CENTRAL,0,2009
"CRIME BRANCH",0,2009
EAST,0,2009
EOW,0,2009
GRP(RLY),0,2009
"IGI AIRPORT",0,2009
"NEW DELHI",0,2009
NORTH,0,2009
NORTH-EAST,0,2009
NORTH-WEST,0,2009
OUTER,0,2009
SOUTH,0,2009
SOUTH-EAST,0,2009
SOUTH-WEST,0,2009
STF,0,2009
WEST,0,2009
LAKSHADWEEP,0,2009
KARAIKAL,0,2009
PUDUCHERRY,0,2009
ADILABAD,0,2010
ANANTAPUR,0,2010
CHITTOOR,0,2010
CYBERABAD,0,2010
"EAST GODAVARI",0,2010
"GUNTAKAL RLY.",0,2010
"GUNTUR URBAN",0,2010
"HYDERABAD CITY",0,2010
KARIMNAGAR,0,2010
KHAMMAM,0,2010
KURNOOL,0,2010
MAHABOOBNAGAR,0,2010
NALGONDA,0,2010
NELLORE,0,2010
PRAKASHAM,0,2010
RAJAHMUNDRY,0,2010
"RANGA REDDY",0,2010
"SECUNDERABAD RLY.",0,2010
SRIKAKULAM,0,2010
"TIRUPATHI URBAN",0,2010
"VIJAYAWADA RLY.",0,2010
"VISAKHA RURAL",0,2010
VISAKHAPATNAM,0,2010
VIZIANAGARAM,0,2010
WARANGAL,0,2010
"WARANGAL URBAN",0,2010
"WEST GODAVARI",0,2010
ANJAW,0,2010
CHANGLANG,0,2010
"DIBANG VALLEY",0,2010
K/KUMEY,0,2010
"KAMENG EAST",0,2010
"KAMENG WEST",0,2010
LOHIT,0,2010
"PAPUM PARE",0,2010
RURAL,0,2010
"SIANG EAST",0,2010
"SIANG UPPER",0,2010
"SIANG WEST",0,2010
"SUBANSIRI LOWER",0,2010
"SUBANSIRI UPPER",0,2010
TAWANG,0,2010
TIRAP,0,2010
"UPPER DIBANG VALLEY",0,2010
BARPETA,0,2010
BASKA,0,2010
BONGAIGAON,0,2010
C.I.D.,0,2010
CACHAR,0,2010
CHIRANG,0,2010
DARRANG,0,2010
DHEMAJI,0,2010
DHUBRI,0,2010
DIBRUGARH,0,2010
G.R.P.,0,2010
GOALPARA,0,2010
GOLAGHAT,0,2010
"GUWAHATI CITY",0,2010
HAILAKANDI,0,2010
JORHAT,0,2010
KAMRUP,0,2010
"KARBI ANGLONG",0,2010
KARIMGANJ,0,2010
KOKRAJHAR,0,2010
LAKHIMPUR,0,2010
N.C.HILLS,0,2010
NAGAON,0,2010
NALBARI,0,2010
R.P.O.,0,2010
SIBSAGAR,0,2010
SONITPUR,0,2010
TINSUKIA,0,2010
UDALGURI,0,2010
ARARIA,0,2010
ARWAL,0,2010
AURANGABAD,0,2010
BAGAHA,0,2010
BANKA,0,2010
BEGUSARAI,0,2010
BETTIAH,0,2010
BHABHUA,0,2010
BHAGALPUR,0,2010
BHOJPUR,0,2010
BUXAR,0,2010
DARBHANGA,0,2010
GAYA,0,2010
GOPALGANJ,0,2010
"JAMALPUR RLY.",0,2010
JEHANABAD,0,2010
KATIHAR,0,2010
"KATIHAR RLY.",0,2010
KHAGARIA,0,2010
KISHANGANJ,0,2010
LAKHISARAI,0,2010
MADHEPURA,0,2010
MADHUBANI,0,2010
MOTIHARI,0,2010
MUNGER,0,2010
MUZAFFARPUR,0,2010
"MUZAFFARPUR RLY.",0,2010
NALANDA,0,2010
NAUGACHIA,0,2010
NAWADAH,0,2010
PATNA,0,2010
"PATNA RLY.",0,2010
PURNEA,0,2010
ROHTAS,0,2010
SAHARSA,0,2010
SAMASTIPUR,0,2010
SARAN,0,2010
SHEIKHPURA,0,2010
SHEOHAR,0,2010
SITAMARHI,0,2010
SIWAN,0,2010
SUPAUL,0,2010
VAISHALI,0,2010
BALRAMPUR,0,2010
BILASPUR,0,2010
BIZAPUR,0,2010
DANTEWADA,0,2010
DURG,0,2010
"GRP RAIPUR",0,2010
JAGDALPUR,0,2010
JANJGIR,0,2010
JASHPUR,0,2010
KORIYA,0,2010
NARAYANPUR,0,2010
RAIGARH,0,2010
RAIPUR,0,2010
RAJNANDGAON,0,2010
SARGUJA,0,2010
SURAJPUR,0,2010
"NORTH GOA",0,2010
"SOUTH GOA",0,2010
"AHMEDABAD COMMR.",0,2010
"AHMEDABAD RURAL",0,2010
AHWA-DANG,0,2010
AMRELI,0,2010
ANAND,0,2010
BHAVNAGAR,0,2010
"CID CRIME",0,2010
DAHOD,0,2010
GANDHINAGAR,0,2010
HIMATNAGAR,0,2010
JAMNAGAR,0,2010
JUNAGADH,0,2010
"KHEDA NORTH",0,2010
KUTCH,0,2010
MEHSANA,0,2010
NAVSARI,0,2010
PATAN,0,2010
PORBANDAR,0,2010
"RAJKOT COMMR.",0,2010
"RAJKOT RURAL",0,2010
"SURAT COMMR.",0,2010
"SURAT RURAL",0,2010
TAPI,0,2010
"VADODARA COMMR.",0,2010
VALSAD,0,2010
W.RLY,0,2010
AMBALA,0,2010
BHIWANI,0,2010
FARIDABAD,0,2010
FATEHABAD,0,2010
GRP,0,2010
GURGAON,0,2010
HISSAR,0,2010
JHAJJAR,0,2010
JIND,0,2010
KAITHAL,0,2010
KARNAL,0,2010
KURUKSHETRA,0,2010
MAHENDRAGARH,0,2010
MEWAT,0,2010
PALWAL,0,2010
PANCHKULA,0,2010
PANIPAT,0,2010
REWARI,0,2010
ROHTAK,0,2010
SIRSA,0,2010
SONIPAT,0,2010
YAMUNANAGAR,0,2010
BADDIPOLICEDIST,0,2010
BILASPUR,0,2010
CHAMBA,0,2010
CID,0,2010
G.R.P.,0,2010
HAMIRPUR,0,2010
KANGRA,0,2010
KINNAUR,0,2010
KULLU,0,2010
LAHAUL-SPITI,0,2010
MANDI,0,2010
SHIMLA,0,2010
SIRMAUR,0,2010
SOLAN,0,2010
UNA,0,2010
ANANTNAG,0,2010
AWANTIPORA,0,2010
BANDIPORA,0,2010
BARAMULLA,0,2010
BUDGAM,0,2010
C.B.KASHMIR,0,2010
"CRIME JAMMU",0,2010
DODA,0,2010
GANDERBAL,0,2010
HANDWARA,0,2010
JAMMU,0,2010
KARGIL,0,2010
KATHUA,0,2010
KISHTWAR,0,2010
KULGAM,0,2010
KUPWARA,0,2010
LEH,0,2010
POONCH,0,2010
PULWAMA,0,2010
RAILWAYS,0,2010
RAILWAYSKMR,0,2010
RAJOURI,0,2010
RAMBAN,0,2010
REASI,0,2010
SAMBA,0,2010
SHOPIAN,0,2010
SOPORE,0,2010
SRINAGAR,0,2010
UDHAMPUR,0,2010
BOKARO,0,2010
CHAIBASA,0,2010
CHATRA,0,2010
DEOGHAR,0,2010
DHANBAD,0,2010
"DHANBAD RLY.",0,2010
DUMKA,0,2010
GARHWA,0,2010
GIRIDIH,0,2010
GODDA,0,2010
GUMLA,0,2010
HAZARIBAGH,0,2010
"JAMSHEDPUR RLY.",0,2010
JAMTARA,0,2010
KHUNTI,0,2010
KODERMA,0,2010
LATEHAR,0,2010
PAKUR,0,2010
PALAMU,0,2010
RAMGARH,0,2010
RANCHI,0,2010
SAHEBGANJ,0,2010
SARAIKELA,0,2010
SIMDEGA,0,2010
BAGALKOT,0,2010
"BANGALORE COMMR.",0,2010
"BANGALORE RURAL",0,2010
BELLARY,0,2010
BIDAR,0,2010
BIJAPUR,0,2010
CBPURA,0,2010
CHAMARAJNAGAR,0,2010
CHICKMAGALUR,0,2010
CHITRADURGA,0,2010
DAVANAGERE,0,2010
"DHARWAD COMMR.",0,2010
"DHARWAD RURAL",0,2010
GADAG,0,2010
GULBARGA,0,2010
HASSAN,0,2010
HAVERI,0,2010
K.G.F.,0,2010
KOLAR,0,2010
KOPPAL,0,2010
MANDYA,0,2010
"MYSORE COMMR.",0,2010
"MYSORE RURAL",0,2010
RAICHUR,0,2010
RAILWAYS,0,2010
RAMANAGAR,0,2010
SHIMOGA,0,2010
TUMKUR,0,2010
UDUPI,0,2010
"UTTAR KANNADA",0,2010
YADGIRI,0,2010
ALAPUZHA,0,2010
"ERNAKULAM COMMR.",0,2010
"ERNAKULAM RURAL",0,2010
IDUKKI,0,2010
KANNUR,0,2010
KASARGOD,0,2010
KOLLAM,0,2010
KOTTAYAM,0,2010
"KOZHIKODE COMMR.",0,2010
"KOZHIKODE RURAL",0,2010
MALAPPURAM,0,2010
PATHANAMTHITTA,0,2010
RAILWAYS,0,2010
THRISSUR,0,2010
"TRIVANDRUM COMMR.",0,2010
"TRIVANDRUM RURAL",0,2010
WAYANADU,0,2010
ALIRAJPUR,0,2010
BHIND,0,2010
BHOPAL,0,2010
"BHOPAL RLY.",0,2010
BURHANPUR,0,2010
CHHATARPUR,0,2010
DATIYA,0,2010
GUNA,0,2010
HARDA,0,2010
"INDORE RLY.",0,2010
JABALPUR,0,2010
"JABALPUR RLY.",0,2010
JHABUA,0,2010
MORENA,0,2010
NEEMUCH,0,2010
RAJGARH,0,2010
RATLAM,0,2010
SHEOPUR,0,2010
SIHORE,0,2010
UJJAIN,0,2010
UMARIYA,0,2010
VIDISHA,0,2010
AKOLA,0,2010
"AMRAVATI COMMR.",0,2010
"AMRAVATI RURAL",0,2010
"AURANGABAD COMMR.",0,2010
"AURANGABAD RURAL",0,2010
BEED,0,2010
BHANDARA,0,2010
BULDHANA,0,2010
CHANDRAPUR,0,2010
DHULE,0,2010
GADCHIROLI,0,2010
HINGOLI,0,2010
JALGAON,0,2010
KOLHAPUR,0,2010
LATUR,0,2010
"MUMBAI COMMR.",0,2010
"MUMBAI RLY.",0,2010
"NAGPUR COMMR.",0,2010
"NAGPUR RLY.",0,2010
"NAGPUR RURAL",0,2010
"NASIK COMMR.",0,2010
"NASIK RURAL",0,2010
"NAVI MUMBAI",0,2010
OSMANABAD,0,2010
PARBHANI,0,2010
"PUNE COMMR.",0,2010
"PUNE RLY.",0,2010
"PUNE RURAL",0,2010
RATNAGIRI,0,2010
SANGLI,0,2010
SATARA,0,2010
SINDHUDURG,0,2010
"SOLAPUR COMMR.",0,2010
"SOLAPUR RURAL",0,2010
"THANE COMMR.",0,2010
WARDHA,0,2010
YAVATMAL,0,2010
BISHNUPUR,0,2010
CHANDEL,0,2010
CHURACHANDPUR,0,2010
CID,0,2010
"IMPHAL EAST",0,2010
"IMPHAL WEST",0,2010
SENAPATI,0,2010
TAMENGLONG,0,2010
THOUBAL,0,2010
UKHRUL,0,2010
"GARO HILLS EAST",0,2010
"GARO HILLS SOUTH",0,2010
"GARO HILLS WEST",0,2010
"JAINTIA HILLS",0,2010
"KHASI HILLS EAST",0,2010
"KHASI HILLS WEST",0,2010
RI-BHOI,0,2010
AIZAWL,0,2010
CHAMPHAI,0,2010
KOLASIB,0,2010
LAWNGTLAI,0,2010
LUNGLEI,0,2010
MAMIT,0,2010
SAIHA,0,2010
SERCHHIP,0,2010
DIMAPUR,0,2010
KIPHIRE,0,2010
KOHIMA,0,2010
LONGLENG,0,2010
MOKOKCHUNG,0,2010
MON,0,2010
PEREN,0,2010
PHEK,0,2010
TUENSANG,0,2010
WOKHA,0,2010
ZUNHEBOTO,0,2010
ANGUL,0,2010
BALASORE,0,2010
BARAGARH,0,2010
BERHAMPUR,0,2010
BHADRAK,0,2010
BOLANGIR,0,2010
BOUDH,0,2010
CUTTACK,0,2010
"DCP BBSR",0,2010
"DCP CTC",0,2010
DHENKANAL,0,2010
GAJAPATI,0,2010
GANJAM,0,2010
JAGATSINGHPUR,0,2010
JAJPUR,0,2010
JHARSUGUDA,0,2010
KANDHAMAL,0,2010
KENDRAPARA,0,2010
KEONJHAR,0,2010
KHURDA,0,2010
KORAPUT,0,2010
MALKANGIR,0,2010
MAYURBHANJ,0,2010
NAYAGARH,0,2010
NUAPADA,0,2010
PURI,0,2010
RAYAGADA,0,2010
SAMBALPUR,0,2010
SONEPUR,0,2010
SRP(CUTTACK),0,2010
SRP(ROURKELA),0,2010
SUNDARGARH,0,2010
"AMRITSAR RURAL",0,2010
BARNALA,0,2010
BATALA,0,2010
BHATINDA,0,2010
"CP AMRITSAR",0,2010
"CP JALANDHAR",0,2010
"CP LUDHIANA",0,2010
FARIDKOT,0,2010
"FATEHGARH SAHIB",0,2010
FEROZPUR,0,2010
G.R.P,0,2010
GURDASPUR,0,2010
HOSHIARPUR,0,2010
"JALANDHAR RURAL",0,2010
KAPURTHALA,0,2010
KHANNA,0,2010
"LUDHIANA RURAL",0,2010
MANSA,0,2010
MOGA,0,2010
MUKTSAR,0,2010
PATIALA,0,2010
ROPAR,0,2010
SANGRUR,0,2010
"SAS NGR",0,2010
"SBS NAGAR",0,2010
"TARN TARAN",0,2010
AJMER,0,2010
BANSWARA,0,2010
BIKANER,0,2010
CHURU,0,2010
DHOLPUR,0,2010
DUNGARPUR,0,2010
"G.R.P. AJMER",0,2010
"G.R.P. JODHPUR",0,2010
GANGANAGAR,0,2010
HANUMANGARH,0,2010
"JAIPUR EAST",0,2010
"JAIPUR NORTH",0,2010
"JAIPUR SOUTH",0,2010
JAISALMER,0,2010
JALORE,0,2010
JHUNJHUNU,0,2010
"JODHPUR CITY",0,2010
"JODHPUR RURAL",0,2010
"KOTA RURAL",0,2010
NAGAUR,0,2010
PALI,0,2010
PRATAPGARH,0,2010
SIKAR,0,2010
SIROHI,0,2010
TONK,0,2010
EAST,0,2010
NORTH,0,2010
SOUTH,0,2010
WEST,0,2010
ARIYALUR,0,2010
CHENNAI,0,2010
"CHENNAI RLY.",0,2010
CHENNAISUBURBAN,0,2010
"COIMBATORE RURAL",0,2010
"COIMBATORE URBAN",0,2010
CUDDALORE,0,2010
DHARMAPURI,0,2010
DINDIGUL,0,2010
KANCHIPURAM,0,2010
KANYAKUMARI,0,2010
KARUR,0,2010
KRISHNAGIRI,0,2010
"MADURAI RURAL",0,2010
"MADURAI URBAN",0,2010
NAGAPATTINAM,0,2010
NAMAKKAL,0,2010
PERAMBALUR,0,2010
PUDUKOTTAI,0,2010
RAMNATHAPURAM,0,2010
"SALEM RURAL",0,2010
"SALEM URBAN",0,2010
SIVAGANGAI,0,2010
THANJAVUR,0,2010
THENI,0,2010
"THIRUNELVELI RURAL",0,2010
"THIRUNELVELI URBAN",0,2010
THIRUVALLUR,0,2010
THIRUVANNAMALAI,0,2010
THIRUVARUR,0,2010
THOOTHUGUDI,0,2010
TIRUPPUR,0,2010
"TRICHY RLY.",0,2010
"TRICHY RURAL",0,2010
"TRICHY URBAN",0,2010
VELLORE,0,2010
VILLUPURAM,0,2010
VIRUDHUNAGAR,0,2010
DHALAI,0,2010
G.R.P.,0,2010
NORTH,0,2010
SOUTH,0,2010
WEST,0,2010
AGRA,0,2010
ALIGARH,0,2010
ALLAHABAD,0,2010
"AMBEDKAR NAGAR",0,2010
AURAIYA,0,2010
AZAMGARH,0,2010
BADAUN,0,2010
BAGHPAT,0,2010
BAHRAICH,0,2010
BALLIA,0,2010
BALRAMPUR,0,2010
BANDA,0,2010
BARABANKI,0,2010
BAREILLY,0,2010
BASTI,0,2010
BIJNOR,0,2010
BULANDSHAHAR,0,2010
CHANDOLI,0,2010
"CHITRAKOOT DHAM",0,2010
"CSM NAGAR",0,2010
DEORIA,0,2010
ETAH,0,2010
ETAWAH,0,2010
FAIZABAD,0,2010
FATEHGARH,0,2010
FATEHPUR,0,2010
FIROZABAD,0,2010
G.R.P.,0,2010
"GAUTAMBUDH NAGAR",0,2010
GHAZIABAD,0,2010
GHAZIPUR,0,2010
GONDA,0,2010
GORAKHPUR,0,2010
HAMIRPUR,0,2010
HARDOI,0,2010
HATHRAS,0,2010
J.P.NAGAR,0,2010
JALAUN,0,2010
JAUNPUR,0,2010
JHANSI,0,2010
KANNAUJ,0,2010
"KANPUR NAGAR",0,2010
"KANSHIRAM NAGAR",0,2010
KAUSHAMBI,0,2010
KHIRI,0,2010
"KUSHI NAGAR",0,2010
LALITPUR,0,2010
LUCKNOW,0,2010
MAHARAJGANJ,0,2010
MAHOBA,0,2010
MAINPURI,0,2010
MATHURA,0,2010
MAU,0,2010
MEERUT,0,2010
MIRZAPUR,0,2010
MORADABAD,0,2010
MUZAFFARNAGAR,0,2010
PILIBHIT,0,2010
PRATAPGARH,0,2010
RAIBAREILLY,0,2010
"RAMABAI NAGAR",0,2010
RAMPUR,0,2010
SAHARANPUR,0,2010
"SANT KABIRNAGAR",0,2010
SHAHJAHANPUR,0,2010
SHRAWASTI,0,2010
SIDHARTHNAGAR,0,2010
SITAPUR,0,2010
SONBHADRA,0,2010
ST.RAVIDASNAGAR,0,2010
SULTANPUR,0,2010
UNNAO,0,2010
VARANASI,0,2010
ALMORA,0,2010
BAGESHWAR,0,2010
CHAMOLI,0,2010
CHAMPAWAT,0,2010
DEHRADUN,0,2010
HARIDWAR,0,2010
NAINITAL,0,2010
"PAURI GARHWAL",0,2010
PITHORAGARH,0,2010
"RUDRA PRAYAG",0,2010
"TEHRI GARHWAL",0,2010
"UDHAMSINGH NAGAR",0,2010
UTTARKASHI,0,2010
"24 PARGANAS NORTH",0,2010
"24 PARGANAS SOUTH",0,2010
ASANSOL,0,2010
BANKURA,0,2010
BIRBHUM,0,2010
BURDWAN,0,2010
COOCHBEHAR,0,2010
"DAKSHIN DINAJPUR",0,2010
DARJEELING,0,2010
HOOGHLY,0,2010
HOWRAH,0,2010
"HOWRAH G.R.P.",0,2010
JALPAIGURI,0,2010
"KHARAGPUR G.R.P.",0,2010
KOLKATA,0,2010
MALDA,0,2010
MURSHIDABAD,0,2010
NADIA,0,2010
"PASCHIM MIDNAPUR",0,2010
"PURAB MIDNAPUR",0,2010
PURULIA,0,2010
"SEALDAH G.R.P.",0,2010
"SILIGURI G.R.P.",0,2010
"UTTAR DINAJPUR",0,2010
ANDAMAN,0,2010
NICOBAR,0,2010
CHANDIGARH,0,2010
"D and N HAVELI",0,2010
DAMAN,0,2010
DIU,0,2010
CAW,0,2010
CENTRAL,0,2010
"CRIME BRANCH",0,2010
EAST,0,2010
EOW,0,2010
GRP(RLY),0,2010
"IGI AIRPORT",0,2010
"NEW DELHI",0,2010
NORTH,0,2010
NORTH-EAST,0,2010
NORTH-WEST,0,2010
OUTER,0,2010
SOUTH,0,2010
SOUTH-EAST,0,2010
SOUTH-WEST,0,2010
STF,0,2010
WEST,0,2010
LAKSHADWEEP,0,2010
KARAIKAL,0,2010
PUDUCHERRY,0,2010
ADILABAD,0,2011
ANANTAPUR,0,2011
CHITTOOR,0,2011
CUDDAPAH,0,2011
CYBERABAD,0,2011
"GUNTAKAL RLY.",0,2011
GUNTUR,0,2011
"GUNTUR URBAN",0,2011
"HYDERABAD CITY",0,2011
KARIMNAGAR,0,2011
KHAMMAM,0,2011
KRISHNA,0,2011
KURNOOL,0,2011
MEDAK,0,2011
NALGONDA,0,2011
NELLORE,0,2011
PRAKASHAM,0,2011
RAJAHMUNDRY,0,2011
"RANGA REDDY",0,2011
"SECUNDERABAD RLY.",0,2011
